geoname,level_1,AGRm,MINm,MANm,TandWm,INFm,FandIm,Rem,HSm,PIEPCm,TRADEm,PSTEm,MEHIm,unemployrate
New York,ADF Statistic,-2.647606013,-1.809464051,-1.621467995,-3.57203824,-6.110875285,-2.60049972,-4.896502166,-3.609129683,-3.980795298,-2.821359669,-3.186521814,0.226737082,-4.111014027
New York,P-value,0.258473757,0.700177048,0.783913171,0.032291495,1.28E-06,0.27966268,0.000316218,0.029082905,0.009362158,0.189209922,0.087121009,0.995923615,0.006076241
North Carolina,ADF Statistic,-4.71191104,-1.666642541,-3.518788289,-4.982244111,-4.171682153,-5.308844425,-2.431845784,-5.074510226,-1.918486876,-2.638762988,-0.568508577,-4.192293185,-4.137030422
North Carolina,P-value,0.000665882,0.765261571,0.037422964,0.000221625,0.004938274,5.43E-05,0.362830313,0.000150207,0.645036119,0.262376556,0.980490863,0.004598437,0.00556178
North Dakota,ADF Statistic,-6.483424381,-3.05464248,-3.478277984,-3.547350904,-2.107203454,-2.857661991,-2.867736914,-0.736710276,-3.62167053,-1.459937452,-3.74127391,-5.405982614,-3.574116486
North Dakota,P-value,2.01E-07,0.117438954,0.041774387,0.034590679,0.542060637,0.176572254,0.173178051,0.970620355,0.028061854,0.842450529,0.019779111,3.53E-05,0.032104037
Ohio,ADF Statistic,-5.327598623,-4.636174617,-2.73338221,-3.159659882,-2.146349184,-6.509328317,-2.819457926,-2.660328646,-2.74665361,-3.53385712,-3.580973173,-1.680954289,-2.840713986
Ohio,P-value,5.00E-05,0.000896247,0.222485006,0.09274374,0.520064421,1.76E-07,0.18988958,0.252920669,0.217226476,0.035905194,0.031492141,0.759150822,0.182392744
Oklahoma,ADF Statistic,-2.809856783,1.911238803,-5.020692635,-2.279528234,-2.434221423,-5.730451262,-1.854432407,-3.730252603,-3.175862921,-2.156411477,-2.867690745,-2.835687876,-4.302459715
Oklahoma,P-value,0.193347706,1,0.000188614,0.445304756,0.361589744,7.94E-06,0.677939291,0.020440741,0.08931949,0.514399123,0.173193494,0.184145627,0.00311877
Oregon,ADF Statistic,-1.991025349,-1.713905205,-3.421973957,-4.777169097,-2.552035015,-5.089870086,-3.833452325,-3.675431794,-2.564640873,-3.334145977,-0.289640528,-4.430077601,-2.955186123
Oregon,P-value,0.60631408,0.744721307,0.048520548,0.000513437,0.30245309,0.000140699,0.014941882,0.024026972,0.296432099,0.060828294,0.989752163,0.001959856,0.145043914
Pennsylvania,ADF Statistic,-4.418051145,-6.716847832,-1.864713361,-3.183704434,-1.813199046,-4.558741364,-4.783399414,-3.768116466,-3.944415731,-2.740127317,-4.659414624,-2.096529671,-2.628175296
Pennsylvania,P-value,0.002048923,6.11E-08,0.672750962,0.087697974,0.698359323,0.001207999,0.000500755,0.018245606,0.010530387,0.219801858,0.000818591,0.548039544,0.267095328
Rhode Island,ADF Statistic,-4.060737724,-4.433923797,-4.059231843,-3.69865117,1.359869083,-2.419708377,-3.760902884,-2.100861264,-0.971637184,-3.492128167,0.0320751,-2.155857668,-2.784324428
Rhode Island,P-value,0.007194952,0.001932141,0.007231171,0.022446232,1,0.369194727,0.018647097,0.545614438,0.947813356,0.040241154,0.994543668,0.514710995,0.202761492
South Carolina,ADF Statistic,-6.140378483,-3.489729847,-2.297351067,-3.850097318,-3.798724369,-0.975703004,-1.648429049,-4.644994622,-2.030057868,-2.39459596,-1.925394771,-2.343031494,-4.340761222
South Carolina,P-value,1.11E-06,0.040503211,0.435415631,0.014189902,0.016625354,0.947297559,0.772898739,0.000865992,0.584969384,0.382495836,0.641410087,0.410309865,0.002717341
South Dakota,ADF Statistic,-7.58308552,-3.219545333,-1.645044312,-4.997664541,-6.040792046,-1.355685479,-0.080062919,-1.405029589,-4.004911523,-2.995832692,-0.304506153,-2.408741989,-4.59605623
South Dakota,P-value,6.56E-10,0.080576933,0.774300642,0.000207772,1.80E-06,0.873456694,0.993325794,0.859429984,0.008653409,0.133249796,0.989413005,0.37498174,0.001046853
Tennessee,ADF Statistic,-8.358691685,-7.311542725,-2.284079939,-2.277007589,-3.959845745,-1.695007817,-3.186603366,-3.584070568,-1.868626819,-3.059730429,-4.860943517,-3.302661858,-4.692883809
Tennessee,P-value,1.06E-11,2.76E-09,0.442774908,0.446706934,0.010019793,0.753057578,0.087104353,0.031219013,0.670766285,0.116139456,0.000365803,0.065816093,0.000717825
Texas,ADF Statistic,-4.734582665,-3.737312691,-7.489433534,-2.774134639,-2.615562072,-1.679396867,-0.89369057,0.82354629,-2.671071487,-2.415559638,-2.834776848,-2.105201334,-2.842411998
Texas,P-value,0.000608626,0.02001472,1.08E-09,0.206606636,0.272781533,0.759820443,0.956826094,1,0.248289165,0.371380021,0.184464664,0.543182883,0.181803321
Utah,ADF Statistic,-4.704704035,-4.512174133,-4.825864362,-2.327932172,1.795342314,-2.2285013,-3.732136875,-4.645791971,-2.702616001,-2.107598514,0.720856566,-4.955271347,-2.587411105
Utah,P-value,0.000685124,0.001441768,0.000421902,0.418565774,1,0.4738281,0.020326271,0.000863305,0.234997967,0.541839155,1,0.000248002,0.285721122
Vermont,ADF Statistic,-4.974355965,-0.328545778,-2.560464848,-3.568818047,-4.291523393,-2.448516914,-2.418760587,-2.399314629,-2.084599676,-2.26521075,-3.347655007,-2.229882907,-3.243159721
Vermont,P-value,0.000229048,0.988834956,0.298419607,0.032583801,0.003243064,0.354161115,0.369693528,0.379983366,0.554709135,0.453279944,0.058784481,0.473052635,0.07613953
Virginia,ADF Statistic,-2.05132482,-1.062447486,-2.468954948,-4.403685841,-3.687680011,-5.585490371,-4.225823734,-1.239082195,-0.715978034,-2.425796046,-2.93377796,-2.054475592,-2.159850353
Virginia,P-value,0.57322207,0.935102683,0.343653448,0.002160245,0.023181486,1.56E-05,0.004091101,0.902183561,0.972076356,0.365997147,0.151545626,0.57147557,0.51246242
Washington,ADF Statistic,-1.529815832,-7.873689468,-3.522373608,-1.75891969,-3.392371917,-0.491122917,-0.724446301,1.094638891,1.279183811,-2.170799809,0.171283756,-5.359242748,-0.406379722
Washington,P-value,0.818706495,1.40E-10,0.037057007,0.724221622,0.052415462,0.983777869,0.97149075,1,1,0.506294901,0.995606924,4.34E-05,0.986685523
West Virginia,ADF Statistic,-4.677734916,-2.521639257,-6.770643749,-4.811982003,-3.611702694,-0.616787152,-2.061810142,-3.786912662,1.641066344,-2.212468281,-1.463420957,-4.018514964,-4.156753967
West Virginia,P-value,0.00076189,0.317229238,4.64E-08,0.000446283,0.028870852,0.978077877,0.567404363,0.017234938,1,0.482836094,0.841323798,0.008275321,0.005198598
Wisconsin,ADF Statistic,-4.853672217,-2.987902163,-3.488879794,-9.347148481,-2.212210309,-3.567037681,-1.970844115,-4.028751475,-2.730810898,-4.226839275,-4.834761326,-1.672847664,-4.907273421
Wisconsin,P-value,0.000376814,0.135494731,0.040596438,6.05E-14,0.482981153,0.032746377,0.617221985,0.008000721,0.223513573,0.00407657,0.000406947,0.762623918,0.000302507
Wyoming,ADF Statistic,-6.419823211,-5.28590656,-6.260806944,-2.531916766,-0.930813659,-8.251960735,-1.390557028,-4.448103233,1.295668506,-3.031608392,0.123425054,-8.905607617,-2.897474203
Wyoming,P-value,2.76E-07,6.01E-05,6.12E-07,0.312193036,0.952735677,1.87E-11,0.863663451,0.001833089,1,0.123457309,0.995288326,5.94E-13,0.163033198
