geoname,level_1,AGRm,MINm,MANm,TandWm,INFm,FandIm,Rem,HSm,PIEPCm,TRADEm,PSTEm,MEHIm,unemployrate
Texas,ADF Statistic,-4.734582665,-3.737312691,-7.489433534,-2.774134639,-2.615562072,-1.679396867,-0.89369057,0.82354629,-2.671071487,-2.415559638,-2.834776848,-2.105201334,-2.842411998
Texas,P-value,0.000608626,0.02001472,1.08E-09,0.206606636,0.272781533,0.759820443,0.956826094,1,0.248289165,0.371380021,0.184464664,0.543182883,0.181803321
Utah,ADF Statistic,-4.704704035,-4.512174133,-4.825864362,-2.327932172,1.795342314,-2.2285013,-3.732136875,-4.645791971,-2.702616001,-2.653663548,0.720856566,-4.955271347,-2.587411105
Utah,P-value,0.000685124,0.001441768,0.000421902,0.418565774,1,0.4738281,0.020326271,0.000863305,0.234997967,0.255820648,1,0.000248002,0.285721122
Vermont,ADF Statistic,-5.25107982,-1.800946464,-3.975731762,-4.582429547,-4.286283431,-3.31056969,-4.310404072,-3.824779156,0.468780746,-2.255694306,-0.97862858,-4.143767292,-2.458949307
Vermont,P-value,7.01E-05,0.704301769,0.009517448,0.001103205,0.003304224,0.064533287,0.003031256,0.015347536,0.996789804,0.458594219,0.946923469,0.005435204,0.348780582
Virginia,ADF Statistic,-2.05132482,-1.062447486,-3.177464626,-4.403685841,-3.687680011,-5.585490371,-4.225823734,-1.239082195,-0.715978034,-2.425796046,-2.93377796,-5.108886801,-2.159850353
Virginia,P-value,0.57322207,0.935102683,0.0889864,0.002160245,0.023181486,1.56E-05,0.004091101,0.902183561,0.972076356,0.365997147,0.151545626,0.000129724,0.51246242
Washington,ADF Statistic,-3.1332402,-11.79997653,-10.62155473,-2.830418012,-0.956481029,-0.39532277,-0.018070046,1.614913082,-2.806075337,-2.313320504,-4.380432717,-1.923409677,-4.837759337
Washington,P-value,0.098543467,8.20E-19,1.21E-16,0.185996677,0.949694675,0.987018826,0.994045603,1,0.194721981,0.426596448,0.002352426,0.642453525,0.000402022
West Virginia,ADF Statistic,-2.838555169,-3.55303812,-5.523246992,-3.028748348,-2.123937598,-2.204563165,-4.239191523,-3.967255802,0.113105874,-1.972280479,-2.437957045,-5.823249928,-5.186825322
West Virginia,P-value,0.183144142,0.034049029,2.07E-05,0.124220148,0.532668697,0.48728261,0.003903585,0.009782582,0.995213615,0.616448811,0.359642447,5.13E-06,9.27E-05
Wisconsin,ADF Statistic,-4.853672217,-3.188928037,-3.488879794,-9.347148481,-2.212210309,-3.567037681,-3.307527762,-4.028751475,-2.730810898,-3.80924999,-4.834761326,-1.672847664,-4.907273421
Wisconsin,P-value,0.000376814,0.086630592,0.040596438,6.05E-14,0.482981153,0.032746377,0.065024337,0.008000721,0.223513573,0.016098251,0.000406947,0.762623918,0.000302507
Wyoming,ADF Statistic,-6.419823211,-5.28590656,-6.260806944,-2.531916766,-0.930813659,-4.162245556,-1.390557028,-4.448103233,1.295668506,-3.031608392,0.123425054,-5.328127887,-2.897474203
Wyoming,P-value,2.76E-07,6.01E-05,6.12E-07,0.312193036,0.952735677,0.005101409,0.863663451,0.001833089,1,0.123457309,0.995288326,4.99E-05,0.163033198
