geoname,year,region,taxrevenueratio,agr,agrm,agrr,min,minm,minr,man,manm,manr,wholesaletrade,retailtrade,tandw,tandwm,tandwr,inf,infm,infr,fandi,fandim,fandir,re,rem,rer,professionalscientificandtechnic,educationalservices,hs,hsm,hsr,str,gdp,taxrevenue,spi,piepc,piepcm,trade,tradem,trader,pste,pstem,pster,igt,lgigt,c,p,lgpl,wapw,mehi,mehim,unemployrate,lggdp,lgml,granttotaloutlay,federalfunds,trustfunds,constraintratio,stategovernorparty
South Carolina,2000,Southeast,0.0553715,1064,0.1064,0.00923236,515,0.0515,0.00446867,26742,2.6742,0.2320412,7546,10783,3619,0.3619,0.0314022,2385,0.2385,0.0206947,4851,0.4851,0.0420923,16392,1.6392,0.1422339,5627,817,7576,0.7576,0.0657372,6381.391,115246.8,55371.52,100705.3,21305,2.1305,18329,1.8329,0.1590413,6444,0.6444,0.0559148,,,,,,,60370,6.037,3.733333,5.061629,,285874,254098,31776,0.1250541,Democrat
South Carolina,2008,Southeast,0.0521341,918,0.0918,0.00567351,301,0.0301,0.00186027,27497,2.7497,0.1699394,10533,12097,3801,0.3801,0.0234913,4920,0.492,0.030407,6884,0.6884,0.0425451,19565,1.9565,0.1209174,7890,1072,10421,1.0421,0.0644048,8435.55,161804.7,52134.15,149954.4,29323,2.9323,22630,2.263,0.13986,8962,0.8962,0.0553878,,,,,,,55540,5.554,7.291667,5.208991,,461317,411142,50175,0.1220381,Republican
North Carolina,2002,Southeast,0.0133499,2770,0.277,0.00929187,1131,0.1131,0.0037939,75262,7.5262,0.2524638,18542,20813,7791,0.7791,0.0261346,9294,0.9294,0.0311764,24995,2.4995,0.0838449,36112,3.6112,0.1211365,16053,3018,21498,2.1498,0.0721143,3979.75,298110,13349.94,231930.9,23299,2.3299,39355,3.9355,0.132015,19071,1.9071,0.063973,,,,,,,56670,5.667,6.925,5.474377,,352895,314672,38223,0.1214693,Democrat
Alabama,2008,Southeast,0.0525259,1582,0.1582,0.00916109,3056,0.3056,0.01769678,29038,2.9038,0.1681541,11150,12278,4763,0.4763,0.0275817,5074,0.5074,0.0293827,7297,0.7297,0.0422557,17645,1.7645,0.1021792,10446,854,12022,1.2022,0.0696174,9070.53,172686.8,52525.9,157780.3,27555,2.7555,23428,2.3428,0.1356676,11300,1.13,0.0654364,,,,,,,84310,8.431,5.883333,5.237259,,461317,411142,50175,0.1220381,Republican
South Carolina,2011,Southeast,0.0453048,808,0.0808,0.0047505,209,0.0209,0.00122878,28582,2.8582,0.1680432,8986,11814,3801,0.3801,0.0223474,4344,0.4344,0.0255398,7616,0.7616,0.044777,21329,2.1329,0.1254004,8222,1145,10875,1.0875,0.0639378,7705.772,170087.2,45304.83,160391.1,30726,3.0726,20800,2.08,0.1222902,9367,0.9367,0.0550718,,,,,,,50730,5.073,10.45,5.230671,,606770,552210,54560,0.098803,Republican
Florida,2014,Southeast,0.0432718,4580,0.458,0.00545429,1431,0.1431,0.00170417,39231,3.9231,0.0467199,53016,59577,24056,2.4056,0.0286481,34097,3.4097,0.0406059,44393,4.4393,0.0528673,127515,12.7515,0.1518567,52935,7309,65310,6.531,0.0777772,36335.598,839706,43271.81,848535.3,38593,3.8593,112593,11.2593,0.1340862,60244,6.0244,0.0717442,,,9,Swing,4.29767,,55810,5.581,6.433333,5.924127,5.435263,576978,517428,59550,0.1150885,Republican
Louisiana,2008,Southeast,0.0511644,1127,0.1127,0.00524018,14846,1.4846,0.06902904,40936,4.0936,0.190339,11155,13675,8746,0.8746,0.040666,5087,0.5087,0.0236529,6033,0.6033,0.0280515,20674,2.0674,0.0961273,9635,1558,12887,1.2887,0.0599203,11003.87,215068.9,51164.39,170008.6,29037,2.9037,24830,2.483,0.1154514,11193,1.1193,0.0520438,,,,,,,52130,5.213,4.666667,5.332578,,461317,411142,50175,0.1220381,Republican
Florida,2003,Southeast,0.0462434,5558,0.5558,0.0095216,1670,0.167,0.00286093,32411,3.2411,0.0555244,46811,54146,16376,1.6376,0.0280543,33826,3.3826,0.0579485,34753,3.4753,0.0595365,105830,10.583,0.1813009,46530,5365,50173,5.0173,0.085953,26993.487,583725.7,46243.45,540366.3,27874,2.7874,100957,10.0957,0.1729528,51895,5.1895,0.0889031,,,1,Swing,4.23055,,59250,5.925,4.466667,5.766209,5.418813,388542,350650,37892,0.1080622,Republican
Louisiana,2004,Southeast,0.045571,1271,0.1271,0.00748205,17344,1.7344,0.10209968,49716,4.9716,0.2926654,9852,12400,5569,0.5569,0.0327833,3643,0.3643,0.0214454,5965,0.5965,0.0351144,15958,1.5958,0.0939407,7622,1538,11819,1.1819,0.0695754,7741.289,169873.2,45570.98,127386.9,23127,2.3127,22252,2.2252,0.1309918,9160,0.916,0.0539226,,,,,,,54030,5.403,5.7,5.230125,,407512,369909,37603,0.1016547,Democrat
Georgia,2006,Southeast,0.0423312,3252,0.3252,0.00808664,1913,0.1913,0.00475699,50833,5.0833,0.1264048,36022,27614,15412,1.5412,0.0383245,35892,3.5892,0.0892515,25670,2.567,0.0638328,47899,4.7899,0.1191089,25269,3994,23253,2.3253,0.0578225,17023.264,402144.6,42331.2,316548.8,28615,2.8615,63636,6.3636,0.1582416,29263,2.9263,0.0727674,,,,,,,69120,6.912,5.075,5.604382,,434099,391181,42918,0.1097139,Republican
Arkansas,2007,Southeast,0.0762446,2391,0.2391,0.02466265,1453,0.1453,0.01498739,17467,1.7467,0.1801684,7688,6956,4632,0.4632,0.0477781,4798,0.4798,0.0494903,3979,0.3979,0.0410425,9249,0.9249,0.0954015,3458,462,7374,0.7374,0.0760612,7391.778,96948.2,76244.61,88410.7,25472,2.5472,14644,1.4644,0.1510497,3920,0.392,0.040434,,,,,,,64490,6.449,5.391667,4.98654,,443797,397808,45989,0.115606,Democrat
Alabama,2010,Southeast,0.0481818,2001,0.2001,0.01145045,2996,0.2996,0.0171442,27174,2.7174,0.1554995,9806,12052,4720,0.472,0.0270096,4535,0.4535,0.0259509,7426,0.7426,0.0424943,18710,1.871,0.1070654,10192,917,12150,1.215,0.0695267,8419.911,174753,48181.78,162068.8,27635,2.7635,21858,2.1858,0.1250794,11109,1.1109,0.0635697,,,,,,,75490,7.549,10.375,5.242424,,608390,559569,48821,0.0872475,Republican
Tennessee,2000,Southeast,0.042612,2398,0.2398,0.0132027,1264,0.1264,0.00695922,35747,3.5747,0.1968127,14960,16320,11002,1.1002,0.0605739,4610,0.461,0.0253813,10655,1.0655,0.0586634,22948,2.2948,0.1263451,10081,2157,16590,1.659,0.0913398,7739.59,181629.5,42611.96,153990.1,22102,2.2102,31280,3.128,0.1722187,12238,1.2238,0.0673789,,,,,,,54790,5.479,3.866667,5.259186,,285874,254098,31776,0.1250541,Republican
Georgia,2011,Southeast,0.0372538,2496,0.2496,0.00581041,973,0.0973,0.00226503,47517,4.7517,0.1106142,30733,24262,16321,1.6321,0.0379935,33374,3.3374,0.0776909,27846,2.7846,0.0648224,49247,4.9247,0.1146415,26945,4467,25465,2.5465,0.0592797,16003.25,429574,37253.77,360456.2,30203,3.0203,54995,5.4995,0.1280222,31412,3.1412,0.0731236,,,,,,,58190,5.819,10.15833,5.633038,,606770,552210,54560,0.098803,Republican
Georgia,2017,Southeast,0.0387165,4307.3,0.43073,0.00738129,1237,0.1237,0.00211981,59317.1,5.93171,0.1016499,44428.3,33869,25398.4,2.53984,0.0435244,48431,4.8431,0.0829947,47255.7,4.72557,0.0809806,74479.7,7.44797,0.1276335,38567.3,6281.8,36642.5,3.66425,0.0627931,22592.761,583543.3,38716.51,467592.5,36470,3.647,78297.3,7.82973,0.1341756,44849.1,4.48491,0.0768565,,,,,,,68370,6.837,4.758333,5.766073,,674712,613125,61587,0.1004477,Republican
Louisiana,2007,Southeast,0.0531023,1318,0.1318,0.00637821,15860,1.586,0.07675143,43613,4.3613,0.2110568,11207,14539,7873,0.7873,0.0380999,4630,0.463,0.022406,6407,0.6407,0.0310054,17927,1.7927,0.0867543,8506,1443,11989,1.1989,0.0580185,10973.115,206641.1,53102.29,158433,28207,2.8207,25746,2.5746,0.1245928,9949,0.9949,0.0481463,,,,,,,56430,5.643,4.091667,5.315217,,443797,397808,45989,0.115606,Democrat
Georgia,2015,Southeast,0.0384875,3265,0.3265,0.00636832,941,0.0941,0.0018354,47795,4.7795,0.0932233,35578,28105,16164,1.6164,0.0315276,34979,3.4979,0.0682259,30387,3.0387,0.0592693,54762,5.4762,0.1068123,31357,4377,29082,2.9082,0.0567239,19732.308,512693.8,38487.51,423242,34034,3.4034,63683,6.3683,0.1242125,35734,3.5734,0.0696985,,,,,,,61450,6.145,6.075,5.709858,,624357,567054,57303,0.1010539,Republican
Arkansas,2002,Southeast,0.0699935,2113,0.2113,0.02857321,664,0.0664,0.00897899,16655,1.6655,0.2252185,5717,6267,4187,0.4187,0.056619,2660,0.266,0.0359701,3222,0.3222,0.0435697,8382,0.8382,0.1133462,2983,404,6419,0.6419,0.0868014,5176.05,73950.4,69993.54,65698.8,20268,2.0268,11984,1.1984,0.1620546,3387,0.3387,0.045801,,,,,,,61670,6.167,5.333333,4.86894,,352895,314672,38223,0.1214693,Republican
Kentucky,2001,Southeast,0.0668556,1918,0.1918,0.01633302,6953,0.6953,0.05920934,25330,2.533,0.2157015,8894,9143,6414,0.6414,0.0546194,2835,0.2835,0.0241419,6240,0.624,0.0531377,14002,1.4002,0.1192362,5226,881,10767,1.0767,0.091688,7850.908,117430.8,66855.61,103997.8,21277,2.1277,18037,1.8037,0.1535968,6107,0.6107,0.0520051,,,,,,,60400,6.04,5.208333,5.069782,,318542,284384,34158,0.1201122,Democrat
West Virginia,2002,Southeast,0.0781745,209,0.0209,0.00460011,6800,0.68,0.14966864,6774,0.6774,0.1490964,2730,4441,1643,0.1643,0.0361626,1171,0.1171,0.0257738,1949,0.1949,0.0428977,5260,0.526,0.1157731,2315,295,5066,0.5066,0.1115031,3551.756,45433.7,78174.48,44243.2,21000,2.1,7171,0.7171,0.1578344,2610,0.261,0.0574463,,,,,,,45570,4.557,6.458333,4.657378,,352895,314672,38223,0.1214693,Democrat
Tennessee,2006,Southeast,0.0443822,2305,0.2305,0.00959641,1294,0.1294,0.00538731,45318,4.5318,0.1886726,18974,20229,12963,1.2963,0.0539689,7551,0.7551,0.0314371,11516,1.1516,0.0479446,23740,2.374,0.0988368,12383,2229,21070,2.107,0.0877208,10660.344,240193.9,44382.24,200188.9,27592,2.7592,39203,3.9203,0.163214,14612,1.4612,0.0608342,,,,,,,57010,5.701,5.275,5.380562,,434099,391181,42918,0.1097139,Democrat
