geoname,year,region,taxrevenueratio,agr,agrm,agrr,min,minm,minr,man,manm,manr,wholesaletrade,retailtrade,tandw,tandwm,tandwr,inf,infm,infr,fandi,fandim,fandir,re,rem,rer,professionalscientificandtechnic,educationalservices,hs,hsm,hsr,str,gdp,taxrevenue,spi,piepc,piepcm,trade,tradem,trader,pste,pstem,pster,igt,lgigt,c,p,lgpl,wapw,mehi,mehim,unemployrate,lggdp,lgml,granttotaloutlay,federalfunds,trustfunds,constraintratio,stategovernorparty
Ohio,2000,Great Lakes,0.0503055,2211,0.2211,0.00565274,3226,0.3226,0.00824773,95192,9.5192,0.243372,28034,32309,14220,1.422,0.0363555,10026,1.0026,0.0256329,29115,2.9115,0.0744367,52745,5.2745,0.1348502,22473,3797,35112,3.5112,0.0897689,19676.365,391137.8,50305.45,323812.5,22914,2.2914,60343,6.0343,0.1542756,26270,2.627,0.067163,933288.4,9.97,9,Swing,4.05551,0.6564,69030,6.903,4.116667,5.59233,5.395714,285874,254098,31776,0.1250541,Republican
Indiana,2010,Great Lakes,0.0492474,3078,0.3078,0.01098812,1605,0.1605,0.00572967,82769,8.2769,0.2954762,14582,16398,9473,0.9473,0.0338176,6366,0.6366,0.0227259,13493,1.3493,0.0481685,27543,2.7543,0.0983255,10370,2599,21075,2.1075,0.0752354,13795.221,280120.7,49247.42,231025.6,29371,2.9371,30980,3.098,0.1105952,12969,1.2969,0.0462979,,,,,,,60210,6.021,10.08333,5.447345,,608390,559569,48821,0.0872475,Republican
Michigan,2010,Great Lakes,0.0574428,2787,0.2787,0.00720852,1570,0.157,0.00406077,69582,6.9582,0.1799724,24033,25239,9128,0.9128,0.0236094,11140,1.114,0.0288134,20301,2.0301,0.0525081,45793,4.5793,0.1184427,25431,3007,33174,3.3174,0.0858039,22208.87,386625.9,57442.79,352074.3,31173,3.1173,49272,4.9272,0.127441,28438,2.8438,0.0735543,,,,,,,60390,6.039,12.19167,5.587291,,608390,559569,48821,0.0872475,Democrat
Wisconsin,2013,Great Lakes,0.058511,3571,0.3571,0.01264587,706,0.0706,0.00250014,52759,5.2759,0.1868338,15321,15194,7827,0.7827,0.0277175,9082,0.9082,0.0321618,16927,1.6927,0.0599431,32914,3.2914,0.1165573,10739,2471,23200,2.32,0.0821575,16522.612,282384.6,58511.02,245762.3,34729,3.4729,30515,3.0515,0.1080618,13210,1.321,0.0467802,922419,9.9649,9,Swing,3.75867,0.6639,63460,6.346,6.641667,5.450841,5.376623,546178,486781,59397,0.12202,Republican
Ohio,2007,Great Lakes,0.0523416,2117,0.2117,0.00431192,2743,0.2743,0.00558696,98150,9.815,0.1999124,34169,31879,16197,1.6197,0.0329901,14960,1.496,0.0304706,38042,3.8042,0.0774841,55243,5.5243,0.1125192,25608,4374,41074,4.1074,0.0836597,25697.905,490965,52341.63,406786.5,29841,2.9841,66048,6.6048,0.1345269,29982,2.9982,0.0610675,1566315,10.1949,7,Swing,4.06072,0.6662,67060,6.706,5.608333,5.691051,5.424784,443797,397808,45989,0.115606,Republican
Wisconsin,2000,Great Lakes,0.0696536,2536,0.2536,0.01404683,697,0.0697,0.00386066,48350,4.835,0.2678092,13287,15102,7273,0.7273,0.0402849,4540,0.454,0.0251469,12863,1.2863,0.0712478,24537,2.4537,0.1359097,8433,1909,16865,1.6865,0.0934147,12575.192,180539,69653.6,158494.2,23235,2.3235,28389,2.8389,0.1572458,10342,1.0342,0.057284,438543.1,9.642,9,Swing,3.7303,0.6597,72450,7.245,3.391667,5.256571,5.364251,285874,254098,31776,0.1250541,Republican
Illinois,2008,Great Lakes,0.0462847,5363,0.5363,0.00829715,2121,0.2121,0.00328142,83584,8.3584,0.1293136,51688,35960,24182,2.4182,0.0374122,25238,2.5238,0.039046,48624,4.8624,0.0752267,84578,8.4578,0.1308514,53712,8406,45114,4.5114,0.0697963,29916.869,646366.6,46284.68,551159.7,34024,3.4024,87648,8.7648,0.1356011,62118,6.2118,0.0961034,,,,,,,70160,7.016,6.508333,5.810479,,461317,411142,50175,0.1220381,Democrat
Wisconsin,2019,Great Lakes,0.0595493,4774.1,0.47741,0.01430662,710.8,0.07108,0.00213007,58340.3,5.83403,0.1748293,19305.8,20202.6,10183.3,1.01833,0.0305165,13083.3,1.30833,0.0392069,28270.8,2.82708,0.0847196,37850.6,3.78506,0.1134275,16138.6,3720.8,30267.5,3.02675,0.0907031,19871.532,333698.6,59549.34,307907.6,41453,4.1453,39508.4,3.95084,0.1183955,19859.4,1.98594,0.059513,1017540,10.0076,7,Swing,3.7651,0.6459,76720,7.672,3.166667,5.523355,5.378975,749554,685729,63825,0.0930761,Republican
Indiana,2007,Great Lakes,0.0527728,2418,0.2418,0.00898706,1412,0.1412,0.00524802,84013,8.4013,0.3122538,16271,16499,9747,0.9747,0.036227,6541,0.6541,0.0243111,14912,1.4912,0.0554239,24833,2.4833,0.0922976,9977,2392,19979,1.9979,0.0742566,14198.709,269053.6,52772.79,215919.9,28595,2.8595,32770,3.277,0.1217973,12369,1.2369,0.0459723,,,,,,,64810,6.481,4.625,5.429839,,443797,397808,45989,0.115606,Republican
Illinois,2017,Great Lakes,0.0456024,5874.3,0.58743,0.00705345,1855.5,0.18555,0.00222795,98647.4,9.86474,0.1184489,64344.6,44654.3,33106,3.3106,0.0397514,26933.4,2.69334,0.0323397,80789.5,8.07895,0.0970064,108839.5,10.88395,0.1306868,69457.9,12554.3,60025.3,6.00253,0.0720742,37978.923,832826.8,45602.43,685632.7,41749,4.1749,108998.9,10.89989,0.1308782,82012.2,8.20122,0.0984745,,,,,,,77790,7.779,4.95,5.920555,,674712,613125,61587,0.1004477,Republican
Illinois,2006,Great Lakes,0.045115,3668,0.3668,0.00589843,2358,0.2358,0.00379185,87615,8.7615,0.1408919,49978,37456,26267,2.6267,0.0422394,22596,2.2596,0.0363362,61186,6.1186,0.0983919,80512,8.0512,0.1294697,49618,7853,42892,4.2892,0.0689737,28055.188,621859.9,45114.96,506021.6,31912,3.1912,87434,8.7434,0.1406008,57471,5.7471,0.0924179,,,,,,,68180,6.818,4.6,5.793693,,434099,391181,42918,0.1097139,Democrat
Indiana,2005,Great Lakes,0.0527368,2102,0.2102,0.008624,1413,0.1413,0.0057972,73003,7.3003,0.2995139,15809,17225,9307,0.9307,0.0381844,5847,0.5847,0.0239888,13309,1.3309,0.0546036,25416,2.5416,0.1042758,9379,2327,19365,1.9365,0.07945,12853.976,243738.3,52736.79,196999,26874,2.6874,33034,3.3034,0.1355306,11706,1.1706,0.0480269,,,,,,,61170,6.117,5.391667,5.386924,,428018,388870,39148,0.1006712,Democrat
Michigan,2003,Great Lakes,0.0608501,1785,0.1785,0.00477478,1244,0.1244,0.00332763,83723,8.3723,0.2239545,25906,28731,9648,0.9648,0.0258079,9801,0.9801,0.0262171,21909,2.1909,0.0586054,50373,5.0373,0.1347451,29981,2685,29612,2.9612,0.0792105,22748.159,373839.3,60850.1,313961,25387,2.5387,54637,5.4637,0.146151,32666,3.2666,0.0873798,,,,,,,68450,6.845,7.091667,5.572685,,388542,350650,37892,0.1080622,Democrat
Indiana,2008,Great Lakes,0.0554066,3254,0.3254,0.01192616,1349,0.1349,0.00494419,81888,8.1888,0.3001258,16314,16192,9703,0.9703,0.0355622,6817,0.6817,0.0249848,11668,1.1668,0.0427641,25802,2.5802,0.0945663,10939,2471,20987,2.0987,0.076919,15117.458,272845.6,55406.64,226602.3,29149,2.9149,32506,3.2506,0.119137,13410,1.341,0.0491487,,,,,,,61290,6.129,5.941667,5.435917,,461317,411142,50175,0.1220381,Republican
Illinois,2000,Great Lakes,0.0467738,2345,0.2345,0.00481309,2922,0.2922,0.00599738,84274,8.4274,0.1729717,42579,32498,21670,2.167,0.0444775,16864,1.6864,0.0346132,55563,5.5563,0.1140426,73432,7.3432,0.1507186,44655,6500,36978,3.6978,0.075897,22788.799,487212.7,46773.82,411220.9,25055,2.5055,75077,7.5077,0.1540949,51155,5.1155,0.1049952,,,,,,,74020,7.402,4.441667,5.687718,,285874,254098,31776,0.1250541,Republican
Indiana,2000,Great Lakes,0.0497622,1950,0.195,0.00960341,1770,0.177,0.00871694,66207,6.6207,0.3260579,13815,14820,8538,0.8538,0.0420482,3885,0.3885,0.0191329,12123,1.2123,0.0597037,24870,2.487,0.1224804,8243,1994,17285,1.7285,0.0851256,10104.353,203052.9,49762.17,171032.1,21856,2.1856,28635,2.8635,0.1410224,10237,1.0237,0.0504154,,,,,,,65660,6.566,3.05,5.307609,,285874,254098,31776,0.1250541,Democrat
Ohio,2019,Great Lakes,0.0455988,3167.9,0.31679,0.00469929,5026.5,0.50265,0.00745635,103645,10.3645,0.1537478,40662.9,41952.1,22384.3,2.23843,0.033205,18438.8,1.84388,0.0273523,72848.9,7.28489,0.1080646,75811.5,7.58115,0.1124594,37126.3,5966.7,59346.2,5.93462,0.0880346,30739.23,674123.4,45598.82,582400.4,40364,4.0364,82615,8.2615,0.1225517,43093,4.3093,0.0639245,2681393,10.4284,5,Swing,4.06778,0.6426,73650,7.365,4.183333,5.828739,5.419116,749554,685729,63825,0.0930761,Republican
Ohio,2012,Great Lakes,0.0479423,2495,0.2495,0.00461337,2932,0.2932,0.0054214,84836,8.4836,0.1568657,30463,30816,15380,1.538,0.0284383,20366,2.0366,0.0376577,42570,4.257,0.0787139,59134,5.9134,0.1093415,26644,4537,43661,4.3661,0.0807312,25928.118,540819.3,47942.29,466162.1,32988,3.2988,61279,6.1279,0.1133077,31181,3.1181,0.0576551,2139585,10.3303,9,Swing,4.06254,0.6619,55100,5.51,7.408333,5.733052,5.419594,544573,488543,56030,0.114688,Republican
Indiana,2013,Great Lakes,0.0546878,4643,0.4643,0.01504138,1759,0.1759,0.00569843,83100,8.31,0.2692094,15646,17118,9937,0.9937,0.0321917,6607,0.6607,0.0214039,12410,1.241,0.0402032,28796,2.8796,0.093287,11107,2538,22422,2.2422,0.0726379,16881.138,308681.7,54687.85,259534.8,31915,3.1915,32764,3.2764,0.1061417,13645,1.3645,0.0442041,,,,,,,60670,6.067,7.5,5.489511,,546178,486781,59397,0.12202,Republican
Indiana,2013,Great Lakes,0.0546878,4643,0.4643,0.01504138,1759,0.1759,0.00569843,83100,8.31,0.2692094,15646,17118,9937,0.9937,0.0321917,6607,0.6607,0.0214039,12410,1.241,0.0402032,28796,2.8796,0.093287,11107,2538,22422,2.2422,0.0726379,16881.138,308681.7,54687.85,259534.8,31915,3.1915,32764,3.2764,0.1061417,13645,1.3645,0.0442041,,,,,,,60670,6.067,7.5,5.489511,,546178,486781,59397,0.12202,Republican
Wisconsin,2018,Great Lakes,0.056921,5002.7,0.50027,0.01521353,1014.6,0.10146,0.00308546,57075.6,5.70756,0.1735705,20337.6,19975.5,10252.8,1.02528,0.0311794,11449.6,1.14496,0.034819,27327.2,2.73272,0.0831037,38313.7,3.83137,0.1165144,15229.7,3599.2,29324.2,2.93242,0.0891767,18717.467,328832.4,56920.99,295996.8,40432,4.0432,40313.1,4.03131,0.1225947,18828.9,1.88289,0.0572599,971087.6,9.9873,1,Swing,3.76398,0.6495,72390,7.239,2.975,5.516974,5.378694,696507,634179,62328,0.0982814,Republican
Ohio,2011,Great Lakes,0.0476184,3264,0.3264,0.00621255,3117,0.3117,0.00593275,87186,8.7186,0.1659458,29971,30851,15713,1.5713,0.0299074,21235,2.1235,0.0404177,40448,4.0448,0.0769869,58515,5.8515,0.1113747,27232,4648,42888,4.2888,0.081631,25018.133,525388.4,47618.36,449923.8,31961,3.1961,60822,6.0822,0.1157658,31880,3.188,0.0606789,2330145,10.3674,9,Swing,4.06238,0.6654,56510,5.651,8.816667,5.72048,5.419424,606770,552210,54560,0.098803,Democrat
Ohio,2007,Great Lakes,0.0523416,2117,0.2117,0.00431192,2743,0.2743,0.00558696,98150,9.815,0.1999124,34169,31879,16197,1.6197,0.0329901,14960,1.496,0.0304706,38042,3.8042,0.0774841,55243,5.5243,0.1125192,25608,4374,41074,4.1074,0.0836597,25697.905,490965,52341.63,406786.5,29841,2.9841,66048,6.6048,0.1345269,29982,2.9982,0.0610675,1566315,10.1949,7,Swing,4.06072,0.6662,67060,6.706,5.608333,5.691051,5.424784,443797,397808,45989,0.115606,Democrat
Ohio,2006,Great Lakes,0.0532551,2532,0.2532,0.00530617,2672,0.2672,0.00559956,98382,9.8382,0.2061736,33569,33015,16763,1.6763,0.0351293,13743,1.3743,0.0288004,38318,3.8318,0.0803009,53242,5.3242,0.1115763,24884,4418,41792,4.1792,0.0875811,25412.275,477180.4,53255.07,390090,28793,2.8793,66584,6.6584,0.1395363,29302,2.9302,0.0614065,1542110,10.1881,1,Swing,4.05999,0.6661,64300,6.43,5.416667,5.678683,5.424498,434099,391181,42918,0.1097139,Republican
Illinois,2013,Great Lakes,0.0523443,6944,0.6944,0.00938851,2330,0.233,0.00315023,88892,8.8892,0.1201848,51531,35724,25360,2.536,0.0342875,23711,2.3711,0.032058,55827,5.5827,0.0754798,86942,8.6942,0.1175483,52493,9099,46960,4.696,0.0634914,38715.32,739627.9,52344.32,605681.6,36749,3.6749,87255,8.7255,0.1179715,61592,6.1592,0.0832743,,,,,,,66170,6.617,9.075,5.869013,,546178,486781,59397,0.12202,Democrat
Ohio,2015,Great Lakes,0.0464078,3145,0.3145,0.00515786,9646,0.9646,0.01581961,95996,9.5996,0.1574351,33943,33494,15772,1.5772,0.0258664,15865,1.5865,0.0260189,42266,4.2266,0.069317,59654,5.9654,0.0978336,27934,4234,46814,4.6814,0.0767758,28297.156,609749.6,46407.83,511339.8,35898,3.5898,67437,6.7437,0.1105979,32168,3.2168,0.0527561,2453397,10.3898,9,Swing,4.06511,0.6549,64520,6.452,4.95,5.785151,5.418705,624357,567054,57303,0.1010539,Republican
Ohio,2002,Great Lakes,0.0488641,1928,0.1928,0.00467999,3520,0.352,0.00854437,90105,9.0105,0.218719,28607,33435,13131,1.3131,0.0318739,12227,1.2227,0.0296796,33233,3.3233,0.0806691,55161,5.5161,0.1338966,23114,3865,37245,3.7245,0.0904077,20130.415,411967,48864.14,338462.5,24551,2.4551,62042,6.2042,0.1505994,26979,2.6979,0.0654883,1173444,10.0695,1,Swing,4.05721,0.6597,66250,6.625,5.791667,5.614862,5.422846,352895,314672,38223,0.1214693,Republican
Indiana,2001,Great Lakes,0.0494467,2039,0.2039,0.00996671,2131,0.2131,0.01041641,61709,6.1709,0.3016359,14278,15255,7868,0.7868,0.0384591,4017,0.4017,0.0196352,12121,1.2121,0.0592479,26072,2.6072,0.1274409,8538,2080,17630,1.763,0.0861761,10115.87,204581.1,49446.75,175229.8,22548,2.2548,29533,2.9533,0.1443584,10618,1.0618,0.0519012,,,,,,,63450,6.345,4.241667,5.310865,,318542,284384,34158,0.1201122,Democrat
Indiana,2014,Great Lakes,0.0524939,3847,0.3847,0.01183544,1887,0.1887,0.00580543,85670,8.567,0.2635671,16151,17330,10052,1.0052,0.0309254,6466,0.6466,0.0198929,15217,1.5217,0.0468157,28926,2.8926,0.088992,11225,2561,22884,2.2884,0.0704035,17062.642,325040.6,52493.88,269159.1,32872,3.2872,33481,3.3481,0.1030056,13786,1.3786,0.0424132,,,,,,,58130,5.813,5.95,5.511938,,576978,517428,59550,0.1150885,Republican
Michigan,2016,Great Lakes,0.0562948,2764.1,0.27641,0.00563891,1962.3,0.19623,0.0040032,92355.4,9.23554,0.1884099,32695,29551.3,12318.8,1.23188,0.025131,13707.9,1.37079,0.0279648,27138,2.7138,0.055363,58349.1,5.83491,0.1190352,38369.5,4269,41909.2,4.19092,0.085497,27594.781,490183.4,56294.81,441557.2,38081,3.8081,62246.3,6.22463,0.1269857,42638.5,4.26385,0.0869848,,,,,,,68500,6.85,5.008333,5.690359,,660833,599787,61046,0.1017795,Republican
Wisconsin,2008,Great Lakes,0.0609373,2998,0.2998,0.01224874,509,0.0509,0.00207959,50016,5.0016,0.2043472,15982,14964,7310,0.731,0.029866,8529,0.8529,0.0348464,15674,1.5674,0.0640383,30060,3.006,0.1228142,11204,2332,21827,2.1827,0.0891772,14915.012,244759.9,60937.32,219194.5,31956,3.1956,30946,3.0946,0.1264341,13536,1.3536,0.0553032,663874.1,9.8221,7,Swing,3.75136,0.6708,67460,6.746,4.983333,5.38874,5.374976,461317,411142,50175,0.1220381,Democrat
Indiana,2012,Great Lakes,0.0547449,2722,0.2722,0.00914796,1667,0.1667,0.00560237,78317,7.8317,0.2632038,15213,16756,9963,0.9963,0.0334831,6346,0.6346,0.0213273,13945,1.3945,0.0468656,28799,2.8799,0.0967862,10921,2619,22060,2.206,0.0741381,16289.491,297552.7,54744.89,256284.7,31369,3.1369,31969,3.1969,0.1074398,13540,1.354,0.0455045,,,,,,,57310,5.731,8.225,5.473564,,544573,488543,56030,0.114688,Republican
Ohio,2005,Great Lakes,0.0515474,2251,0.2251,0.00483245,2589,0.2589,0.00555807,97535,9.7535,0.2093883,32229,35250,15891,1.5891,0.0341148,14081,1.4081,0.0302291,38114,3.8114,0.0818232,54252,5.4252,0.1164683,24059,4246,39893,3.9893,0.0856423,24011.238,465809.3,51547.36,371633.8,27894,2.7894,67479,6.7479,0.144864,28305,2.8305,0.0607652,1464072,10.1656,1,Swing,4.05931,0.665,63720,6.372,5.933333,5.668208,5.423038,428018,388870,39148,0.1006712,Republican
Ohio,2001,Great Lakes,0.0495875,1920,0.192,0.00485311,3095,0.3095,0.00782311,87371,8.7371,0.2208444,28647,32687,13264,1.3264,0.0335269,10679,1.0679,0.0269929,30239,3.0239,0.076434,55349,5.5349,0.1399036,22890,3893,36111,3.6111,0.0912764,19617.95,395622.5,49587.55,333209.3,23795,2.3795,61334,6.1334,0.1550316,26783,2.6783,0.0676984,1045000,10.0191,1,Swing,4.05642,0.6579,65660,6.566,4.375,5.597281,5.39697,318542,284384,34158,0.1201122,Republican
Ohio,2017,Great Lakes,0.0451957,3645.6,0.36456,0.0055898,4325.6,0.43256,0.00663245,102938.7,10.29387,0.157836,40823.2,41380.4,21206.1,2.12061,0.0325153,16839.9,1.68399,0.0258206,64314.4,6.43144,0.0986134,74593,7.4593,0.1143735,33697.5,5966,57192.3,5.71923,0.087693,29476.074,652187.5,45195.71,541289.4,38164,3.8164,82203.6,8.22036,0.1260429,39663.5,3.96635,0.0608161,2628550,10.4197,1,Swing,4.06669,0.6494,71560,7.156,4.966667,5.814373,5.418926,674712,613125,61587,0.1004477,Republican
Ohio,2010,Great Lakes,0.047432,2865,0.2865,0.00576217,2923,0.2923,0.00587882,81120,8.112,0.163151,29817,30263,14881,1.4881,0.0299291,19662,1.9662,0.0395448,38710,3.871,0.0778547,56883,5.6883,0.1144048,25896,4646,42208,4.2208,0.08489,23583.596,497208.2,47432.04,422204.4,30782,3.0782,60080,6.008,0.1208347,30542,3.0542,0.061427,2196955,10.3418,16,Swing,4.06206,0.6654,59880,5.988,10.26667,5.696538,5.41902,608390,559569,48821,0.0872475,Democrat
Michigan,2012,Great Lakes,0.0571071,2204,0.2204,0.00526193,2027,0.2027,0.00483936,80165,8.0165,0.1913897,25177,25232,9510,0.951,0.0227046,10518,1.0518,0.0251112,20449,2.0449,0.0488209,46887,4.6887,0.1119402,28636,2964,33643,3.3643,0.0803209,23919.741,418857.4,57107.12,387339.2,33397,3.3397,50409,5.0409,0.1203488,31600,3.16,0.0754433,,,,,,,62100,6.21,9.058333,5.622066,,544573,488543,56030,0.114688,Republican
Illinois,2012,Great Lakes,0.0503089,3857,0.3857,0.00535172,2274,0.2274,0.00315526,96194,9.6194,0.1334726,50017,34950,25043,2.5043,0.0347481,22793,2.2793,0.0316261,60726,6.0726,0.0842595,86402,8.6402,0.1198858,52162,9320,46451,4.6451,0.0644524,36257.762,720702.3,50308.93,593814.2,36008,3.6008,84967,8.4967,0.1178947,61482,6.1482,0.0853085,,,,,,,64240,6.424,9.05,5.857756,,544573,488543,56030,0.114688,Democrat
Illinois,2019,Great Lakes,0.0529774,5106.4,0.51064,0.00595162,1752.4,0.17524,0.00204246,103766.1,10.37661,0.1209416,63441.1,46658.2,35143.1,3.51431,0.04096,32142.3,3.21423,0.0374625,84421.8,8.44218,0.0983954,109974.6,10.99746,0.1281778,75060.9,12692.3,62352.3,6.23523,0.0726729,45453.84,857985,52977.43,741717.2,44665,4.4665,110099.3,11.00993,0.1283231,87753.2,8.77532,0.1022782,,,,,,,84740,8.474,3.966667,5.93348,,749554,685729,63825,0.0930761,Republican
Michigan,2006,Great Lakes,0.0599683,2681,0.2681,0.0067796,1399,0.1399,0.00353773,81797,8.1797,0.2068448,27496,26699,10552,1.0552,0.0266835,10988,1.0988,0.027786,24713,2.4713,0.0624932,46820,4.682,0.1183965,28419,2909,32676,3.2676,0.0826297,23714.514,395451,59968.27,336842.6,28423,2.8423,54195,5.4195,0.1370461,31328,3.1328,0.0792209,,,,,,,68150,6.815,7.033333,5.597093,,434099,391181,42918,0.1097139,Democrat
Michigan,2007,Great Lakes,0.0590702,2067,0.2067,0.00511968,1265,0.1265,0.00313324,83847,8.3847,0.2076779,27390,25572,10374,1.0374,0.025695,11254,1.1254,0.0278747,25249,2.5249,0.0625384,47802,4.7802,0.1183992,27958,2996,32439,3.2439,0.0803471,23848.753,403735.8,59070.2,346731.9,29334,2.9334,52962,5.2962,0.1311798,30954,3.0954,0.0766689,,,,,,,67430,6.743,7.083333,5.606097,,443797,397808,45989,0.115606,Democrat
Illinois,2001,Great Lakes,0.0460921,2083,0.2083,0.00414725,3099,0.3099,0.00617011,81296,8.1296,0.1618603,42620,33643,19879,1.9879,0.0395791,16938,1.6938,0.0337235,56535,5.6535,0.1125612,76474,7.6474,0.1522597,45515,6777,37236,3.7236,0.0741369,23150.229,502260.3,46092.09,427182.4,25799,2.5799,76263,7.6263,0.1518396,52292,5.2292,0.1041133,,,,,,,72550,7.255,5.433333,5.700929,,318542,284384,34158,0.1201122,Republican
