geoname,year,region,taxrevenueratio,agr,agrm,agrr,min,minm,minr,man,manm,manr,wholesaletrade,retailtrade,tandw,tandwm,tandwr,inf,infm,infr,fandi,fandim,fandir,re,rem,rer,professionalscientificandtechnic,educationalservices,hs,hsm,hsr,str,gdp,taxrevenue,spi,piepc,piepcm,trade,tradem,trader,pste,pstem,pster,igt,lgigt,c,p,lgpl,wapw,mehi,mehim,unemployrate,lggdp,lgml,granttotaloutlay,federalfunds,trustfunds,constraintratio,stategovernorparty
Nevada,2009,Far West,0.0463351,274,0.0274,0.00226241,4175,0.4175,0.03447294,5423,0.5423,0.0447777,4760,7783,4337,0.4337,0.0358106,2959,0.2959,0.0244324,5462,0.5462,0.0450997,18388,1.8388,0.1518295,5970,480,6524,0.6524,0.0538686,5611.626,121109.5,46335.14,96982.8,31132,3.1132,12543,1.2543,0.1035674,6450,0.645,0.0532576,267275,9.427,14,Swing,3.42889,0.676,68040,6.804,11.725,5.083178,4.86476,537991,484480,53511,0.1104504,Republican
California,2009,Far West,0.0526064,26070,2.607,0.01357769,19165,1.9165,0.00998145,229872,22.9872,0.1197211,99272,111263,41730,4.173,0.0217337,129612,12.9612,0.0675041,93310,9.331,0.0485974,317630,31.763,0.165427,157984,18720,114616,11.4616,0.0596939,101007.46,1920062,52606.36,1539819,33919,3.3919,210535,21.0535,0.1096501,176704,17.6704,0.0920304,,,,,,,74260,7.426,11.54167,6.283315,,537991,484480,53511,0.1104504,Republican
Alaska,2001,Far West,0.0502702,378,0.0378,0.01330031,7920,0.792,0.27867307,1294,0.1294,0.0455307,905,1855,3855,0.3855,0.135642,681,0.0681,0.0239617,876,0.0876,0.0308229,3182,0.3182,0.1119618,1235,133,1786,0.1786,0.0628422,1428.698,28420.4,50270.16,21287.1,28599,2.8599,2760,0.276,0.0971133,1368,0.1368,0.0481344,,,,,,,55250,5.525,6.283333,4.45363,,318542,284384,34158,0.1201122,Democrat
California,2011,Far West,0.0581272,24358,2.4358,0.01188162,16048,1.6048,0.00782808,204226,20.4226,0.0996197,110445,114920,45316,4.5316,0.0221048,151464,15.1464,0.0738828,91896,9.1896,0.0448261,334466,33.4466,0.1631496,168489,19530,122005,12.2005,0.059513,119164.09,2050057,58127.21,1713428,35971,3.5971,225365,22.5365,0.1099311,188019,18.8019,0.091714,,,,,,,67540,6.754,11.89167,6.311766,,606770,552210,54560,0.098803,Democrat
Oregon,2001,Far West,0.0502492,2738,0.2738,0.02334689,389,0.0389,0.003317,13397,1.3397,0.1142361,9104,8328,3877,0.3877,0.0330591,4038,0.4038,0.034432,5833,0.5833,0.0497379,20726,2.0726,0.1767304,6949,1054,9734,0.9734,0.0830017,5892.963,117274.7,50249.23,99785.7,24217,2.4217,17432,1.7432,0.1486425,8003,0.8003,0.0682415,,,,,,,64860,6.486,6.375,5.069204,,318542,284384,34158,0.1201122,Democrat
California,2012,Far West,0.0537089,23335,2.3335,0.01088134,18904,1.8904,0.00881512,214643,21.4643,0.1000901,109119,117514,45064,4.5064,0.0210138,156553,15.6553,0.0730022,95054,9.5054,0.0443246,340939,34.0939,0.1589832,180736,20059,126067,12.6067,0.0587863,115178.57,2144497,53708.89,1814763,37112,3.7112,226633,22.6633,0.1056812,200795,20.0795,0.0936327,,,,,,,70800,7.08,10.525,6.331326,,544573,488543,56030,0.114688,Democrat
California,2014,Far West,0.0576192,27431,2.7431,0.01144603,15339,1.5339,0.00640045,235952,23.5952,0.0984548,118723,124893,47713,4.7713,0.019909,178733,17.8733,0.0745792,97556,9.7556,0.0407068,373555,37.3555,0.1558719,185381,20671,132546,13.2546,0.055307,138087.36,2396552,57619.18,1955718,39399,3.9399,243616,24.3616,0.1016527,206052,20.6052,0.0859785,,,,,,,73170,7.317,7.566667,6.379587,,576978,517428,59550,0.1150885,Democrat
Nevada,2008,Far West,0.0475252,229,0.0229,0.00177008,4398,0.4398,0.03399489,6370,0.637,0.0492377,5712,8475,4534,0.4534,0.0350461,2966,0.2966,0.0229261,5380,0.538,0.0415854,20826,2.0826,0.1609772,6602,444,6416,0.6416,0.0495933,6148.455,129372.4,47525.25,102535.9,33106,3.3106,14187,1.4187,0.1096602,7046,0.7046,0.0544629,205807,9.3135,6,Swing,3.42384,0.678,72130,7.213,6.883333,5.111842,4.853181,461317,411142,50175,0.1220381,Republican
Nevada,2018,Far West,0.0542998,299.5,0.02995,0.00177599,3367.2,0.33672,0.01996697,7401,0.7401,0.0438868,7354.9,12501.8,7499.1,0.74991,0.0444685,4628.9,0.46289,0.0274487,8724.9,0.87249,0.0517373,24821.5,2.48215,0.1471876,8074.2,907,10370.9,1.03709,0.0614978,9157.036,168638.5,54299.8,148408.1,40610,4.061,19856.7,1.98567,0.1177471,8981.2,0.89812,0.0532571,537451.6,9.7303,2,Swing,3.48106,0.6532,71510,7.151,4.383333,5.226957,5.009646,696507,634179,62328,0.0982814,Republican
California,2019,Far West,0.0633316,39033.6,3.90336,0.0131746,8610.4,0.86104,0.00290618,332526.7,33.25267,0.1122342,159232.8,168875.7,88298.3,8.82983,0.0298024,316195.4,31.61954,0.1067221,131695.2,13.16952,0.0444497,395449,39.5449,0.1334717,286089.4,32992.6,191487.2,19.14872,0.0646307,187638.27,2962792,63331.57,2537951,49004,4.9004,328108.5,32.81085,0.110743,319082,31.9082,0.1076964,,,,,,,88960,8.896,4.1,6.471701,,749554,685729,63825,0.0930761,Democrat
Oregon,2011,Far West,0.0469893,2604,0.2604,0.01526187,209,0.0209,0.00122493,63975,6.3975,0.3749532,10304,8650,4558,0.4558,0.0267141,6002,0.6002,0.0351773,6797,0.6797,0.0398368,24756,2.4756,0.1450933,8213,1405,13234,1.3234,0.0775636,8017.377,170621.3,46989.31,145345.1,32654,3.2654,18954,1.8954,0.1110881,9618,0.9618,0.0563705,,,,,,,65210,6.521,9.608334,5.232033,,606770,552210,54560,0.098803,Democrat
Alaska,2014,Far West,0.0610806,537,0.0537,0.00966742,12695,1.2695,0.22854355,1200,0.12,0.0216032,1147,2047,4735,0.4735,0.0852425,1288,0.1288,0.0231874,1050,0.105,0.0189028,4508,0.4508,0.0811559,1886,117,3071,0.3071,0.0552861,3392.869,55547.4,61080.61,40642.1,44251,4.4251,3194,0.3194,0.0575004,2003,0.2003,0.0360593,,,,,,,51140,5.114,6.741667,4.744664,,576978,517428,59550,0.1150885,Independent
Washington,2008,Far West,0.0504947,5011,0.5011,0.01408859,569,0.0569,0.00159976,47501,4.7501,0.1335506,21353,23390,9661,0.9661,0.0271622,34120,3.412,0.0959295,13035,1.3035,0.0366483,49527,4.9527,0.1392468,24244,1917,21497,2.1497,0.0604395,17959.833,355677.8,50494.67,289381.1,35397,3.5397,44743,4.4743,0.1257964,26161,2.6161,0.0735525,876697.3,9.9428,8,Democratic,3.81705,0.6864,74610,7.461,5.291667,5.551057,5.24237,461317,411142,50175,0.1220381,Democrat
Washington,2013,Far West,0.0448013,5162,0.5162,0.01230967,400,0.04,0.00095387,50020,5.002,0.1192813,20994,27001,10281,1.0281,0.0245168,38479,3.8479,0.0917598,12758,1.2758,0.0304236,52448,5.2448,0.1250712,24671,2033,23860,2.386,0.0568983,18787.187,419345,44801.27,330952.6,38217,3.8217,47995,4.7995,0.1144523,26704,2.6704,0.0636803,1188880,10.0751,12,Democratic,3.84286,0.6738,78420,7.842,6.633333,5.622571,5.233075,546178,486781,59397,0.12202,Democrat
Washington,2006,Far West,0.0517424,5544,0.5544,0.01747974,1092,0.1092,0.00344298,44361,4.4361,0.1398663,20649,23817,9764,0.9764,0.030785,26866,2.6866,0.0847061,13277,1.3277,0.0418612,43652,4.3652,0.1376309,20741,1756,19553,1.9553,0.0616489,16410.977,317167.2,51742.35,253199.9,32914,3.2914,44466,4.4466,0.1401974,22497,2.2497,0.070931,809532.2,9.9082,4,Democratic,3.80419,0.6873,76660,7.666,5,5.501288,5.240597,434099,391181,42918,0.1097139,Democrat
California,2018,Far West,0.0625882,40471.2,4.04712,0.01419559,8326.3,0.83263,0.00292051,319633.7,31.96337,0.112114,155463,161518.9,80727.3,8.07273,0.0283157,284908.7,28.49087,0.0999339,130354.4,13.03544,0.0457228,389466.9,38.94669,0.1366085,266180.2,31764.7,183404.2,18.34042,0.0643305,178437.04,2850970,62588.18,2411055,46948,4.6948,316981.9,31.69819,0.1111839,297944.9,29.79449,0.1045065,,,,,,,81480,8.148,4.258333,6.454993,,696507,634179,62328,0.0982814,Democrat
Nevada,2002,Far West,0.0465616,194,0.0194,0.00228953,3225,0.3225,0.03806051,3316,0.3316,0.0391345,4441,7716,3134,0.3134,0.0369866,2243,0.2243,0.0264712,5846,0.5846,0.0689928,12886,1.2886,0.1520768,5181,236,4799,0.4799,0.0566364,3945.329,84733.5,46561.62,69952.7,26379,2.6379,12157,1.2157,0.1434734,5417,0.5417,0.0639298,134725.1,9.1294,2,Swing,3.33722,0.6741,69780,6.978,5.683333,4.928055,4.864505,352895,314672,38223,0.1214693,Republican
Alaska,2012,Far West,0.1222366,535,0.0535,0.0092769,16336,1.6336,0.28326637,833,0.0833,0.0144442,1071,2000,4864,0.4864,0.0843418,1193,0.1193,0.0206866,983,0.0983,0.0170452,4595,0.4595,0.0796773,1904,124,2971,0.2971,0.0515172,7049.398,57670.1,122236.6,38997.1,42455,4.2455,3071,0.3071,0.0532512,2028,0.2028,0.0351655,,,,,,,53970,5.397,7.25,4.760951,,544573,488543,56030,0.114688,Republican
California,2015,Far West,0.0591182,27652,2.7652,0.01080928,14343,1.4343,0.00560674,243175,24.3175,0.0950581,123171,129671,47557,4.7557,0.0185902,205925,20.5925,0.080497,97886,9.7886,0.0382641,374385,37.4385,0.1463487,199286,20505,140469,14.0469,0.0549099,151234.53,2558171,59118.22,2097050,40952,4.0952,252842,25.2842,0.098837,219791,21.9791,0.0859172,,,,,,,77030,7.703,6.225,6.407929,,624357,567054,57303,0.1010539,Democrat
Washington,2003,Far West,0.0501823,4632,0.4632,0.01793522,730,0.073,0.00282658,34864,3.4864,0.1349943,17749,21427,7417,0.7417,0.0287188,23828,2.3828,0.0922626,13023,1.3023,0.0504254,39493,3.9493,0.1529179,18683,1694,17886,1.7886,0.069255,12960.22,258262.8,50182.3,209167.8,28174,2.8174,39176,3.9176,0.1516905,20377,2.0377,0.0789003,697392.6,9.8435,4,Democratic,3.78562,0.6828,72230,7.223,7.233333,5.412062,5.234323,388542,350650,37892,0.1080622,Democrat
Washington,2012,Far West,0.0439669,5481,0.5481,0.01367299,370,0.037,0.00092301,49393,4.9393,0.1232166,20394,25311,10254,1.0254,0.0255798,36980,3.698,0.0922509,13677,1.3677,0.0341189,50509,5.0509,0.1260006,24426,2051,23200,2.32,0.0578751,17624.715,400863.3,43966.89,324882.7,37192,3.7192,45705,4.5705,0.1140164,26477,2.6477,0.0660499,1190539,10.0757,12,Democratic,3.83866,,77220,7.722,7.641667,5.602996,5.240185,544573,488543,56030,0.114688,Democrat
Oregon,2003,Far West,0.0448205,3285,0.3285,0.02582312,430,0.043,0.00338019,17250,1.725,0.1356008,9905,8973,4063,0.4063,0.0319389,4234,0.4234,0.0332831,6290,0.629,0.0494452,20178,2.0178,0.1586176,6946,1116,10809,1.0809,0.0849687,5701.691,127211.6,44820.53,104729.6,25816,2.5816,18878,1.8878,0.1483984,8062,0.8062,0.0633747,,,,,,,63310,6.331,8.016666,5.104527,,388542,350650,37892,0.1080622,Democrat
California,2003,Far West,0.0518553,21236,2.1236,0.01390433,9939,0.9939,0.00650759,172632,17.2632,0.1130313,100155,125108,38421,3.8421,0.0251563,99060,9.906,0.0648598,89117,8.9117,0.0583496,272936,27.2936,0.1787056,133494,15185,94773,9.4773,0.0620529,79198.255,1527294,51855.28,1240604,27670,2.767,225263,22.5263,0.1474916,148679,14.8679,0.097348,,,,,,,74960,7.496,6.891667,6.183923,,388542,350650,37892,0.1080622,Democrat
Nevada,2011,Far West,0.0499943,264,0.0264,0.00208437,5576,0.5576,0.04402438,5180,0.518,0.0408978,4602,8105,4767,0.4767,0.0376371,2861,0.2861,0.0225885,5389,0.5389,0.0425479,18061,1.8061,0.1425976,5800,500,6448,0.6448,0.0509091,6332.128,126657.1,49994.26,104596.4,32781,3.2781,12707,1.2707,0.100326,6300,0.63,0.0497406,337256.5,9.528,10,Swing,3.43341,0.6731,59540,5.954,13.31667,5.10263,4.896118,606770,552210,54560,0.098803,Republican
Alaska,2000,Far West,0.0531508,435,0.0435,0.0162445,8366,0.8366,0.31241714,1197,0.1197,0.0447004,908,1740,3198,0.3198,0.1194251,681,0.0681,0.025431,951,0.0951,0.0355138,3014,0.3014,0.1125538,1095,124,1577,0.1577,0.058891,1423.287,26778.3,53150.76,20092.2,27243,2.7243,2648,0.2648,0.098886,1219,0.1219,0.0455219,,,,,,,56920,5.692,6.316667,4.427783,,285874,254098,31776,0.1250541,Democrat
Washington,2004,Far West,0.0514423,4507,0.4507,0.01668547,647,0.0647,0.00239527,34727,3.4727,0.1285637,18935,21971,8609,0.8609,0.0318716,24326,2.4326,0.0900579,12435,1.2435,0.0460359,39856,3.9856,0.1475519,19595,1790,18462,1.8462,0.0683486,13895.346,270115.2,51442.3,224342.9,29696,2.9696,40906,4.0906,0.1514391,21385,2.1385,0.0791699,770155.4,9.8866,4,Democratic,3.79089,0.6841,74050,7.405,6.3,5.431549,5.229405,407512,369909,37603,0.1016547,Democrat
Hawaii,2014,Far West,0.0776273,291,0.0291,0.00373209,71,0.0071,0.00091058,1296,0.1296,0.0166212,2219,4883,2854,0.2854,0.0366026,1715,0.1715,0.0219949,2311,0.2311,0.0296387,13552,1.3552,0.1738049,2908,671,4581,0.4581,0.0587515,6052.795,77972.5,77627.3,65182.2,38715,3.8715,7102,0.7102,0.0910834,3579,0.3579,0.0459008,,,,,,,86150,8.615,4.233333,4.891942,,576978,517428,59550,0.1150885,Democrat
Nevada,2013,Far West,0.0537938,188,0.0188,0.00143927,4654,0.4654,0.03562969,5737,0.5737,0.0439208,4792,8591,4706,0.4706,0.0360278,2767,0.2767,0.0211834,5193,0.5193,0.0397561,18642,1.8642,0.1427178,5702,485,6660,0.666,0.050987,7026.626,130621.4,53793.84,108914.4,34264,3.4264,13383,1.3383,0.1024564,6187,0.6187,0.0473659,334062.7,9.5238,10,Swing,3.44341,0.6659,63600,6.36,9.966666,5.116014,4.931066,546178,486781,59397,0.12202,Republican
Oregon,2011,Far West,0.0469893,2604,0.2604,0.01526187,209,0.0209,0.00122493,63975,6.3975,0.3749532,10304,8650,4558,0.4558,0.0267141,6002,0.6002,0.0351773,6797,0.6797,0.0398368,24756,2.4756,0.1450933,8213,1405,13234,1.3234,0.0775636,8017.377,170621.3,46989.31,145345.1,32654,3.2654,18954,1.8954,0.1110881,9618,0.9618,0.0563705,,,,,,,65210,6.521,9.608334,5.232033,,606770,552210,54560,0.098803,Democrat
Hawaii,2010,Far West,0.0709396,358,0.0358,0.0052495,82,0.0082,0.0012024,1185,0.1185,0.0173762,2046,4527,2739,0.2739,0.0401631,2418,0.2418,0.0354562,2003,0.2003,0.0293708,13588,1.3588,0.1992466,2848,729,4211,0.4211,0.0617477,4837.862,68196.9,70939.62,56649.4,35173,3.5173,6573,0.6573,0.0963827,3577,0.3577,0.0524511,,,,,,,77700,7.77,6.825,4.833765,,608390,559569,48821,0.0872475,Democrat
Nevada,2019,Far West,0.0554388,363.4,0.03634,0.00206746,3501.3,0.35013,0.01991963,7571.4,0.75714,0.0430753,7354.4,13136,7625.8,0.76258,0.0433848,5458,0.5458,0.0310517,9442.4,0.94424,0.0537198,25177,2.5177,0.1432373,8552.7,962.3,10924.9,1.09249,0.0621541,9744.547,175771.3,55438.79,159292.9,41723,4.1723,20490.4,2.04904,0.1165742,9515,0.9515,0.0541328,573798.4,9.7588,8,Swing,3.48857,0.6514,80760,8.076,4.108333,5.244948,5.003482,749554,685729,63825,0.0930761,Republican
Nevada,2004,Far West,0.0451698,200,0.02,0.00191533,3425,0.3425,0.03280004,4871,0.4871,0.0466479,5177,8465,3884,0.3884,0.0371957,2450,0.245,0.0234628,6301,0.6301,0.0603425,15814,1.5814,0.1514452,6107,301,5338,0.5338,0.0511202,4716.66,104420.6,45169.82,82524.7,29017,2.9017,13642,1.3642,0.1306447,6408,0.6408,0.0613672,182572.3,9.2614,2,Swing,3.37037,0.6756,70020,7.002,4.458333,5.018786,4.853972,407512,369909,37603,0.1016547,Republican
Washington,2005,Far West,0.0501168,4816,0.4816,0.01626474,909,0.0909,0.0030699,42855,4.2855,0.1447312,19777,23121,9201,0.9201,0.0310739,26143,2.6143,0.0882909,13163,1.3163,0.0444545,41942,4.1942,0.1416478,20238,1741,18901,1.8901,0.063833,14839.634,296100.7,50116.85,232783.8,31270,3.127,42898,4.2898,0.1448764,21979,2.1979,0.0742281,801009.2,9.9036,4,Democratic,3.79639,0.6862,73010,7.301,5.591667,5.471439,5.229405,428018,388870,39148,0.1006712,Democrat
Hawaii,2007,Far West,0.078035,323,0.0323,0.00495144,116,0.0116,0.00177823,1162,0.1162,0.0178129,2341,4764,2952,0.2952,0.0452528,1908,0.1908,0.0292488,2140,0.214,0.0328052,12697,1.2697,0.1946393,2879,676,3923,0.3923,0.0601378,5090.499,65233.5,78035.05,53022.5,34497,3.4497,7105,0.7105,0.1089164,3555,0.3555,0.0544965,,,,,,,87440,8.744,2.725,4.814471,,443797,397808,45989,0.115606,Republican
Nevada,2012,Far West,0.0529128,183,0.0183,0.00142921,5664,0.5664,0.04423514,5726,0.5726,0.0447194,4741,8246,4786,0.4786,0.0373781,2834,0.2834,0.0221332,5641,0.5641,0.0440555,16697,1.6697,0.1304015,5839,488,6598,0.6598,0.0515296,6775.112,128043,52912.79,108696.1,33398,3.3398,12987,1.2987,0.1014269,6327,0.6327,0.0494131,333555.8,9.5232,10,Swing,3.43838,0.6696,58770,5.877,11.60833,5.107356,4.91493,544573,488543,56030,0.114688,Republican
California,2016,Far West,0.0582684,37044,3.7044,0.01390856,7173.6,0.71736,0.0026934,283330.8,28.33308,0.1063795,143776.1,139561.4,66539.3,6.65393,0.0249829,247833.8,24.78338,0.0930518,132391.5,13.23915,0.0497078,451661,45.1661,0.1695809,229040.4,29865,165974.8,16.59748,0.062317,155191.71,2663396,58268.37,2191138,42472,4.2472,283337.5,28.33375,0.1063821,258905.4,25.89054,0.0972088,,,,,,,79960,7.996,5.516667,6.425436,,660833,599787,61046,0.1017795,Democrat
California,2000,Far West,0.0613276,19536,1.9536,0.01429574,12191,1.2191,0.00892093,180327,18.0327,0.1319568,90786,108613,41917,4.1917,0.0306733,82698,8.2698,0.0605154,67659,6.7659,0.0495104,245256,24.5256,0.1794695,131742,12863,83343,8.3343,0.0609874,83807.959,1366561,61327.64,1127550,24843,2.4843,199399,19.9399,0.145913,144605,14.4605,0.1058167,,,,,,,75230,7.523,4.925,6.135629,,285874,254098,31776,0.1250541,Democrat
California,2007,Far West,0.0586633,22787,2.2787,0.01165065,15609,1.5609,0.00798065,225857,22.5857,0.1154773,121446,128590,46917,4.6917,0.023988,131576,13.1576,0.0672728,93668,9.3668,0.0478911,329886,32.9886,0.1686658,156059,16774,104983,10.4983,0.0536762,114736.98,1955856,58663.31,1561307,34659,3.4659,250036,25.0036,0.1278397,172833,17.2833,0.0883669,,,,,,,76120,7.612,5.308333,6.291337,,443797,397808,45989,0.115606,Republican
Nevada,2000,Far West,0.048511,226,0.0226,0.00294935,3570,0.357,0.04658926,2989,0.2989,0.0390071,4027,6754,3823,0.3823,0.049891,1849,0.1849,0.0241298,3937,0.3937,0.0513787,12106,1.2106,0.1579859,4195,181,4181,0.4181,0.0545629,3717.255,76627.1,48510.97,64312.6,25190,2.519,10781,1.0781,0.1406944,4376,0.4376,0.0571077,108423.5,9.0351,10,Swing,3.30508,0.6734,73530,7.353,4.116667,4.884382,4.897902,285874,254098,31776,0.1250541,Republican
Oregon,2006,Far West,0.0489213,4079,0.4079,0.02629013,425,0.0425,0.00273923,31619,3.1619,0.203792,11832,9683,4943,0.4943,0.0318588,5292,0.5292,0.0341082,6649,0.6649,0.0428544,22656,2.2656,0.1460233,7388,1274,12528,1.2528,0.0807459,7590.306,155153.3,48921.33,126600.1,30430,3.043,21515,2.1515,0.1386693,8662,0.8662,0.0558287,,,,,,,65970,6.597,5.391667,5.190761,,434099,391181,42918,0.1097139,Democrat
Alaska,2008,Far West,0.1594886,434,0.0434,0.00792659,12024,1.2024,0.21960681,1348,0.1348,0.0246199,1190,1925,5347,0.5347,0.0976578,1167,0.1167,0.0213141,985,0.0985,0.0179901,3659,0.3659,0.0668281,1698,127,2442,0.2442,0.0446008,8732.385,54752.4,159488.6,32860.7,38911,3.8911,3115,0.3115,0.0568925,1825,0.1825,0.0333319,,,,,,,58600,5.86,6.475,4.738403,,461317,411142,50175,0.1220381,Republican
Alaska,2014,Far West,0.0610806,537,0.0537,0.00966742,12695,1.2695,0.22854355,1200,0.12,0.0216032,1147,2047,4735,0.4735,0.0852425,1288,0.1288,0.0231874,1050,0.105,0.0189028,4508,0.4508,0.0811559,1886,117,3071,0.3071,0.0552861,3392.869,55547.4,61080.61,40642.1,44251,4.4251,3194,0.3194,0.0575004,2003,0.2003,0.0360593,,,,,,,51140,5.114,6.741667,4.744664,,576978,517428,59550,0.1150885,Republican
Oregon,2004,Far West,0.044797,3232,0.3232,0.0237231,435,0.0435,0.00319293,24735,2.4735,0.1815566,10801,9087,4521,0.4521,0.0331845,4760,0.476,0.0349387,5881,0.5881,0.0431669,20052,2.0052,0.1471831,7138,1218,11220,1.122,0.0823556,6103.071,136238.5,44796.96,110580.7,27456,2.7456,19888,1.9888,0.1459793,8356,0.8356,0.0613336,,,,,,,60810,6.081,7.341667,5.1343,,407512,369909,37603,0.1016547,Democrat
Oregon,2007,Far West,0.0479399,3140,0.314,0.01944128,485,0.0485,0.00300287,34540,3.454,0.2138541,12212,9529,4850,0.485,0.0300287,5957,0.5957,0.0368827,6791,0.6791,0.0420464,24262,2.4262,0.1502179,7643,1249,12669,1.2669,0.07844,7742.862,161512,47939.86,132605.6,31593,3.1593,21741,2.1741,0.1346092,8892,0.8892,0.0550547,,,,,,,68610,6.861,5.158333,5.208205,,443797,397808,45989,0.115606,Democrat
